1 0.009848 1.000000 1.000000
2 0.005018 1.962600 0.981300
3 0.003378 2.915276 0.971759
4 0.002605 3.780077 0.945019
5 0.002157 4.566272 0.913254
6 0.001818 5.415461 0.902577
7 0.001598 6.163494 0.880499
8 0.002345 4.200329 0.525041
9 0.002104 4.679604 0.519956
10 0.001838 5.358205 0.535821
11 0.001730 5.691347 0.517395
12 0.001520 6.478970 0.539914
13 0.001417 6.949504 0.534577
14 0.001333 7.386297 0.527593
15 0.001293 7.614114 0.507608
16 0.001409 6.987985 0.436749
